GENE_ID,TFBS,TRANSCRIPTS,AVERAGES
1,2.0,2,1.0
2,0.0,2,0.0
3,0.0,1,0.0
9,1.0,9,0.1111111111111111
10,0.0,1,0.0
12,0.0,7,0.0
13,0.0,1,0.0
14,0.0,2,0.0
15,2.0,3,0.6666666666666666
16,2.0,2,1.0
18,0.0,4,0.0
19,2.0,2,1.0
20,8.0,9,0.8888888888888888
21,3.0,4,0.75
22,0.0,5,0.0
23,0.0,21,0.0
24,0.0,4,0.0
25,0.0,2,0.0
26,1.0,3,0.3333333333333333
27,0.0,10,0.0
28,0.0,4,0.0
29,3.0,8,0.375
30,2.0,2,1.0
31,3.0,12,0.25
32,1.0,5,0.2
33,0.0,2,0.0
34,0.0,9,0.0
35,2.0,2,1.0
36,0.0,2,0.0
37,0.0,5,0.0
38,6.0,3,2.0
39,2.0,3,0.6666666666666666
40,0.0,2,0.0
41,1.0,6,0.16666666666666666
43,2.0,7,0.2857142857142857
47,0.0,5,0.0
48,0.0,4,0.0
49,0.0,2,0.0
50,0.0,1,0.0
51,8.0,4,2.0
52,5.0,5,1.0
53,9.0,9,1.0
54,7.0,5,1.4
55,0.0,3,0.0
56,0.0,4,0.0
58,0.0,1,0.0
59,3.0,4,0.75
60,2.0,3,0.6666666666666666
70,0.0,1,0.0
71,0.0,3,0.0
72,0.0,4,0.0
81,9.0,3,3.0
86,3.0,3,1.0
87,6.0,8,0.75
88,0.0,4,0.0
89,2.0,2,1.0
90,2.0,3,0.6666666666666666
91,0.0,5,0.0
92,0.0,3,0.0
93,0.0,2,0.0
94,0.0,4,0.0
95,0.0,6,0.0
97,0.0,2,0.0
98,1.0,1,1.0
100,0.0,1,0.0
101,0.0,5,0.0
102,0.0,5,0.0
103,0.0,8,0.0
104,1.0,11,0.09090909090909091
105,3.0,4,0.75
107,0.0,2,0.0
108,0.0,3,0.0
109,0.0,3,0.0
111,2.0,4,0.5
112,2.0,4,0.5
113,2.0,3,0.6666666666666666
114,0.0,2,0.0
115,1.0,1,1.0
116,0.0,2,0.0
117,4.0,6,0.6666666666666666
118,14.0,8,1.75
119,0.0,7,0.0
120,1.0,6,0.16666666666666666
123,3.0,3,1.0
124,0.0,2,0.0
125,0.0,4,0.0
126,0.0,1,0.0
127,0.0,2,0.0
128,0.0,2,0.0
130,4.0,4,1.0
131,2.0,2,1.0
132,2.0,4,0.5
133,1.0,1,1.0
134,2.0,5,0.4
135,0.0,8,0.0
136,0.0,1,0.0
140,0.0,3,0.0
141,0.0,4,0.0
142,1.0,1,1.0
143,0.0,2,0.0
146,1.0,1,1.0
147,0.0,1,0.0
148,0.0,8,0.0
150,0.0,1,0.0
151,1.0,1,1.0
152,0.0,1,0.0
153,0.0,1,0.0
154,0.0,1,0.0
155,3.0,1,3.0
156,0.0,1,0.0
157,0.0,4,0.0
158,4.0,3,1.3333333333333333
159,0.0,2,0.0
160,2.0,5,0.4
161,3.0,4,0.75
162,9.0,5,1.8
163,6.0,7,0.8571428571428571
164,2.0,7,0.2857142857142857
165,2.0,3,0.6666666666666666
166,3.0,4,0.75
167,0.0,3,0.0
172,3.0,12,0.25
173,0.0,1,0.0
174,0.0,3,0.0
175,0.0,4,0.0
176,0.0,4,0.0
177,175.0,175,1.0
178,5.0,6,0.8333333333333334
181,1.0,1,1.0
182,1.0,2,0.5
183,0.0,2,0.0
185,0.0,5,0.0
186,0.0,1,0.0
187,2.0,2,1.0
189,0.0,3,0.0
190,0.0,1,0.0
191,4.0,3,1.3333333333333333
196,0.0,1,0.0
197,0.0,2,0.0
199,0.0,24,0.0
202,0.0,2,0.0
203,1.0,1,1.0
204,0.0,6,0.0
205,0.0,4,0.0
207,1.0,7,0.14285714285714285
208,6.0,7,0.8571428571428571
210,3.0,3,1.0
211,4.0,4,1.0
212,0.0,3,0.0
213,0.0,4,0.0
214,7.0,7,1.0
215,0.0,1,0.0
216,0.0,3,0.0
217,0.0,2,0.0
218,0.0,6,0.0
219,0.0,1,0.0
220,0.0,2,0.0
221,1.0,5,0.2
222,1.0,3,0.3333333333333333
223,4.0,4,1.0
224,3.0,4,0.75
225,0.0,1,0.0
226,5.0,7,0.7142857142857143
229,0.0,1,0.0
230,0.0,1,0.0
231,2.0,1,2.0
238,0.0,3,0.0
239,1.0,2,0.5
240,4.0,4,1.0
241,0.0,2,0.0
242,0.0,1,0.0
244,0.0,5,0.0
245,0.0,3,0.0
246,3.0,3,1.0
247,0.0,5,0.0
248,0.0,2,0.0
249,4.0,5,0.8
250,1.0,1,1.0
251,2.0,1,2.0
257,0.0,1,0.0
258,0.0,1,0.0
259,0.0,3,0.0
262,0.0,5,0.0
265,0.0,3,0.0
266,0.0,2,0.0
267,0.0,2,0.0
268,0.0,1,0.0
269,0.0,4,0.0
270,0.0,2,0.0
271,0.0,8,0.0
272,8.0,8,1.0
273,0.0,5,0.0
274,0.0,13,0.0
275,0.0,7,0.0
276,0.0,6,0.0
279,0.0,2,0.0
280,0.0,4,0.0
283,0.0,2,0.0
284,2.0,4,0.5
285,0.0,4,0.0
286,1.0,10,0.1
287,2.0,10,0.2
288,1.0,11,0.09090909090909091
290,0.0,1,0.0
291,0.0,1,0.0
292,1.0,1,1.0
293,0.0,2,0.0
301,0.0,3,0.0
302,0.0,6,0.0
303,0.0,1,0.0
304,0.0,1,0.0
305,0.0,1,0.0
306,0.0,1,0.0
307,0.0,4,0.0
308,2.0,2,1.0
309,0.0,3,0.0
310,0.0,5,0.0
311,0.0,7,0.0
312,0.0,2,0.0
313,0.0,3,0.0
314,0.0,2,0.0
316,0.0,3,0.0
317,0.0,6,0.0
318,0.0,4,0.0
319,0.0,1,0.0
320,0.0,1,0.0
321,3.0,6,0.5
322,3.0,15,0.2
323,0.0,7,0.0
324,2.0,5,0.4
325,0.0,1,0.0
326,3.0,4,0.75
327,0.0,2,0.0
328,0.0,4,0.0
329,0.0,3,0.0
330,0.0,1,0.0
331,0.0,3,0.0
332,0.0,9,0.0
333,9.0,5,1.8
334,1.0,9,0.1111111111111111
335,1.0,1,1.0
336,0.0,2,0.0
337,0.0,1,0.0
338,0.0,1,0.0
339,2.0,2,1.0
341,9.0,4,2.25
342,9.0,3,3.0
343,0.0,1,0.0
344,4.0,1,4.0
345,0.0,1,0.0
347,0.0,2,0.0
348,1.0,1,1.0
350,0.0,1,0.0
351,0.0,12,0.0
353,0.0,2,0.0
354,0.0,4,0.0
355,0.0,11,0.0
356,2.0,2,1.0
357,7.0,4,1.75
358,0.0,5,0.0
359,1.0,1,1.0
360,0.0,3,0.0
361,0.0,2,0.0
362,0.0,1,0.0
363,0.0,3,0.0
364,9.0,9,1.0
366,0.0,2,0.0
367,0.0,7,0.0
368,0.0,4,0.0
369,0.0,5,0.0
372,0.0,3,0.0
373,0.0,3,0.0
374,0.0,1,0.0
375,4.0,4,1.0
377,2.0,2,1.0
378,0.0,1,0.0
379,1.0,1,1.0
381,0.0,2,0.0
382,1.0,1,1.0
383,0.0,3,0.0
384,1.0,1,1.0
387,0.0,2,0.0
388,0.0,1,0.0
389,0.0,4,0.0
390,0.0,3,0.0
391,0.0,1,0.0
392,3.0,3,1.0
393,0.0,4,0.0
394,0.0,5,0.0
395,1.0,7,0.14285714285714285
396,4.0,4,1.0
397,0.0,1,0.0
398,0.0,1,0.0
399,0.0,1,0.0
400,6.0,3,2.0
401,0.0,1,0.0
402,3.0,3,1.0
403,2.0,1,2.0
405,1.0,8,0.125
406,2.0,11,0.18181818181818182
407,2.0,2,1.0
408,0.0,2,0.0
409,0.0,8,0.0
410,0.0,6,0.0
411,0.0,2,0.0
412,0.0,4,0.0
414,0.0,2,0.0
415,2.0,3,0.6666666666666666
416,4.0,3,1.3333333333333333
417,0.0,2,0.0
419,6.0,12,0.5
420,0.0,4,0.0
421,0.0,2,0.0
427,0.0,4,0.0
429,1.0,1,1.0
430,1.0,1,1.0
432,0.0,3,0.0
433,0.0,7,0.0
434,2.0,1,2.0
435,7.0,7,1.0
438,6.0,6,1.0
439,0.0,1,0.0
440,0.0,6,0.0
443,0.0,2,0.0
444,0.0,13,0.0
445,0.0,3,0.0
460,0.0,5,0.0
462,0.0,1,0.0
463,0.0,2,0.0
466,2.0,2,1.0
467,1.0,7,0.14285714285714285
468,3.0,3,1.0
471,0.0,3,0.0
472,3.0,9,0.3333333333333333
473,2.0,5,0.4
474,0.0,1,0.0
475,1.0,1,1.0
476,0.0,5,0.0
477,4.0,5,0.8
478,0.0,5,0.0
479,0.0,2,0.0
480,3.0,4,0.75
481,0.0,1,0.0
482,0.0,1,0.0
483,0.0,2,0.0
486,2.0,3,0.6666666666666666
487,5.0,4,1.25
488,2.0,5,0.4
489,0.0,8,0.0
490,0.0,4,0.0
491,0.0,6,0.0
492,0.0,4,0.0
493,2.0,5,0.4
495,1.0,2,0.5
496,0.0,2,0.0
498,0.0,6,0.0
501,5.0,3,1.6666666666666667
506,2.0,1,2.0
509,5.0,5,1.0
513,2.0,2,1.0
514,0.0,1,0.0
515,0.0,2,0.0
516,0.0,2,0.0
517,0.0,3,0.0
518,0.0,3,0.0
521,0.0,3,0.0
522,5.0,5,1.0
523,0.0,2,0.0
525,0.0,3,0.0
526,1.0,1,1.0
