GENE_ID,TFBS,TRANSCRIPTS,AVERAGES
1,0.0,2,0.0
2,4.0,2,2.0
3,0.0,1,0.0
9,2.0,9,0.2222222222222222
10,0.0,1,0.0
12,6.0,7,0.8571428571428571
13,1.0,1,1.0
14,0.0,2,0.0
15,5.0,3,1.6666666666666667
16,2.0,2,1.0
18,1.0,4,0.25
19,0.0,2,0.0
20,0.0,9,0.0
21,6.0,4,1.5
22,5.0,5,1.0
23,42.0,21,2.0
24,2.0,4,0.5
25,0.0,2,0.0
26,1.0,3,0.3333333333333333
27,5.0,10,0.5
28,0.0,4,0.0
29,3.0,8,0.375
30,0.0,2,0.0
31,8.0,12,0.6666666666666666
32,3.0,5,0.6
33,0.0,2,0.0
34,2.0,9,0.2222222222222222
35,0.0,2,0.0
36,0.0,2,0.0
37,0.0,5,0.0
38,0.0,3,0.0
39,0.0,3,0.0
40,3.0,2,1.5
41,4.0,6,0.6666666666666666
43,0.0,7,0.0
47,0.0,5,0.0
48,0.0,4,0.0
49,0.0,2,0.0
50,1.0,1,1.0
51,0.0,4,0.0
52,0.0,5,0.0
53,0.0,9,0.0
54,0.0,5,0.0
55,0.0,3,0.0
56,0.0,4,0.0
58,1.0,1,1.0
59,0.0,4,0.0
60,0.0,3,0.0
70,1.0,1,1.0
71,0.0,3,0.0
72,0.0,4,0.0
81,0.0,3,0.0
86,0.0,3,0.0
87,0.0,8,0.0
88,4.0,4,1.0
89,2.0,2,1.0
90,1.0,3,0.3333333333333333
91,0.0,5,0.0
92,3.0,3,1.0
93,2.0,2,1.0
94,2.0,4,0.5
95,6.0,6,1.0
97,2.0,2,1.0
98,0.0,1,0.0
100,1.0,1,1.0
101,0.0,5,0.0
102,0.0,5,0.0
103,6.0,8,0.75
104,1.0,11,0.09090909090909091
105,1.0,4,0.25
107,0.0,2,0.0
108,0.0,3,0.0
109,2.0,3,0.6666666666666666
111,0.0,4,0.0
112,3.0,4,0.75
113,0.0,3,0.0
114,0.0,2,0.0
115,0.0,1,0.0
116,0.0,2,0.0
117,1.0,6,0.16666666666666666
118,14.0,8,1.75
119,6.0,7,0.8571428571428571
120,6.0,6,1.0
123,0.0,3,0.0
124,2.0,2,1.0
125,0.0,4,0.0
126,0.0,1,0.0
127,0.0,2,0.0
128,0.0,2,0.0
130,0.0,4,0.0
131,10.0,2,5.0
132,2.0,4,0.5
133,0.0,1,0.0
134,0.0,5,0.0
135,1.0,8,0.125
136,0.0,1,0.0
140,4.0,3,1.3333333333333333
141,3.0,4,0.75
142,1.0,1,1.0
143,0.0,2,0.0
146,1.0,1,1.0
147,1.0,1,1.0
148,0.0,8,0.0
150,0.0,1,0.0
151,0.0,1,0.0
152,1.0,1,1.0
153,0.0,1,0.0
154,0.0,1,0.0
155,0.0,1,0.0
156,0.0,1,0.0
157,0.0,4,0.0
158,3.0,3,1.0
159,2.0,2,1.0
160,1.0,5,0.2
161,0.0,4,0.0
162,9.0,5,1.8
163,12.0,7,1.7142857142857142
164,11.0,7,1.5714285714285714
165,0.0,3,0.0
166,0.0,4,0.0
167,2.0,3,0.6666666666666666
172,0.0,12,0.0
173,2.0,1,2.0
174,2.0,3,0.6666666666666666
175,7.0,4,1.75
176,0.0,4,0.0
177,0.0,175,0.0
178,11.0,6,1.8333333333333333
181,0.0,1,0.0
182,2.0,2,1.0
183,0.0,2,0.0
185,1.0,5,0.2
186,1.0,1,1.0
187,0.0,2,0.0
189,0.0,3,0.0
190,0.0,1,0.0
191,2.0,3,0.6666666666666666
196,1.0,1,1.0
197,2.0,2,1.0
199,0.0,24,0.0
202,1.0,2,0.5
203,1.0,1,1.0
204,6.0,6,1.0
205,4.0,4,1.0
207,0.0,7,0.0
208,4.0,7,0.5714285714285714
210,0.0,3,0.0
211,0.0,4,0.0
212,3.0,3,1.0
213,0.0,4,0.0
214,5.0,7,0.7142857142857143
215,0.0,1,0.0
216,2.0,3,0.6666666666666666
217,0.0,2,0.0
218,0.0,6,0.0
219,0.0,1,0.0
220,0.0,2,0.0
221,1.0,5,0.2
222,1.0,3,0.3333333333333333
223,0.0,4,0.0
224,0.0,4,0.0
225,2.0,1,2.0
226,0.0,7,0.0
229,1.0,1,1.0
230,0.0,1,0.0
231,0.0,1,0.0
238,3.0,3,1.0
239,2.0,2,1.0
240,4.0,4,1.0
241,1.0,2,0.5
242,2.0,1,2.0
244,0.0,5,0.0
245,2.0,3,0.6666666666666666
246,0.0,3,0.0
247,5.0,5,1.0
248,0.0,2,0.0
249,1.0,5,0.2
250,0.0,1,0.0
251,0.0,1,0.0
257,0.0,1,0.0
258,2.0,1,2.0
259,3.0,3,1.0
262,0.0,5,0.0
265,0.0,3,0.0
266,3.0,2,1.5
267,2.0,2,1.0
268,0.0,1,0.0
269,3.0,4,0.75
270,2.0,2,1.0
271,0.0,8,0.0
272,11.0,8,1.375
273,2.0,5,0.4
274,0.0,13,0.0
275,7.0,7,1.0
276,0.0,6,0.0
279,0.0,2,0.0
280,1.0,4,0.25
283,1.0,2,0.5
284,6.0,4,1.5
285,4.0,4,1.0
286,6.0,10,0.6
287,3.0,10,0.3
288,5.0,11,0.45454545454545453
290,0.0,1,0.0
291,2.0,1,2.0
292,2.0,1,2.0
293,0.0,2,0.0
301,5.0,3,1.6666666666666667
302,12.0,6,2.0
303,1.0,1,1.0
304,1.0,1,1.0
305,0.0,1,0.0
306,0.0,1,0.0
307,0.0,4,0.0
308,0.0,2,0.0
309,3.0,3,1.0
310,0.0,5,0.0
311,0.0,7,0.0
312,2.0,2,1.0
313,6.0,3,2.0
314,2.0,2,1.0
316,5.0,3,1.6666666666666667
317,6.0,6,1.0
318,4.0,4,1.0
319,0.0,1,0.0
320,2.0,1,2.0
321,0.0,6,0.0
322,0.0,15,0.0
323,4.0,7,0.5714285714285714
324,2.0,5,0.4
325,0.0,1,0.0
326,0.0,4,0.0
327,0.0,2,0.0
328,0.0,4,0.0
329,3.0,3,1.0
330,0.0,1,0.0
331,0.0,3,0.0
332,0.0,9,0.0
333,0.0,5,0.0
334,0.0,9,0.0
335,1.0,1,1.0
336,0.0,2,0.0
337,1.0,1,1.0
338,0.0,1,0.0
339,4.0,2,2.0
341,0.0,4,0.0
342,0.0,3,0.0
